date,VN30 TRI,VNMID TRI,VNSML TRI,VN100 TRI,VNALL TRI,VNDIAMON TRI,VNFINLEA TRI,VNFINSEL TRI
2020-05-14,863.12,957.67,869.44,833.79,837.43,855.88,881.73,876.87
2020-05-15,855.62,947.21,861.0,827.39,831.01,843.04,872.67,869.91
2020-05-18,870.35,951.46,865.63,838.39,841.69,857.43,891.86,887.56
2020-05-19,883.66,961.73,867.43,850.12,852.97,873.56,908.44,902.62
2020-05-20,888.09,962.46,872.9,856.1,858.93,867.23,908.37,902.27
2020-05-21,901.61,961.84,873.47,866.29,868.77,877.56,932.18,924.71
2020-05-22,887.89,956.52,871.85,854.5,857.35,857.52,911.78,903.08
2020-05-25,892.43,973.8,882.36,861.44,864.46,861.87,914.53,905.45
2020-05-26,901.01,991.93,891.41,869.88,872.9,871.12,925.76,917.2
2020-05-27,885.92,975.2,886.08,855.26,858.68,852.94,905.61,899.28
2020-05-28,888.9,976.24,888.42,858.25,861.64,854.04,911.34,903.32
2020-05-29,891.3,982.68,896.1,861.86,865.4,853.81,913.24,905.95
2020-06-01,908.15,998.58,914.29,877.32,880.92,873.3,944.65,934.8
2020-06-02,905.09,989.99,903.1,873.12,876.42,865.93,943.66,932.96
2020-06-03,911.27,1002.03,910.11,879.57,882.89,875.76,959.89,948.42
2020-06-04,910.7,1009.4,921.6,880.23,883.95,877.45,961.32,949.39
2020-06-05,913.68,1027.25,937.35,884.8,888.92,884.8,963.06,952.19
2020-06-08,927.0,1047.58,955.84,898.37,902.71,900.38,972.05,960.08
2020-06-09,925.34,1046.79,959.69,897.26,901.84,890.32,967.31,957.61
2020-06-10,927.65,1057.57,974.89,899.75,904.78,896.86,982.04,970.93
2020-06-11,892.01,1013.22,945.83,866.4,871.61,848.9,938.85,930.15
2020-06-12,892.99,1015.24,940.4,865.23,870.19,859.54,946.02,936.53
2020-06-15,860.87,984.74,922.93,833.78,839.25,827.6,913.62,906.29
2020-06-16,883.1,1005.04,939.15,857.63,862.93,847.39,932.14,923.41
2020-06-17,880.46,1000.91,937.14,855.21,860.47,841.59,925.76,917.33
2020-06-18,881.18,1002.42,939.55,855.77,861.05,841.98,923.24,915.16
2020-06-19,893.56,1024.79,956.95,869.75,876.08,856.4,939.06,931.16
2020-06-22,895.43,1033.8,957.76,872.99,879.09,859.98,938.3,929.89
2020-06-23,892.82,1036.54,960.12,870.37,876.22,862.03,936.8,930.75
2020-06-24,886.2,1021.04,947.0,862.94,868.76,855.69,924.36,919.18
2020-06-25,880.55,1019.6,947.88,857.99,863.89,845.95,916.47,911.12
2020-06-26,879.47,1015.65,935.71,855.81,861.03,846.53,913.27,908.38
2020-06-29,857.79,987.79,907.76,834.34,839.22,822.62,885.98,883.11
2020-06-30,853.05,980.95,895.46,830.63,835.21,814.27,874.13,871.9
2020-07-01,871.08,997.72,916.76,848.01,852.82,831.71,897.47,893.41
2020-07-02,869.72,999.09,915.95,846.4,851.08,831.55,894.75,890.83
2020-07-03,874.46,1003.31,920.8,851.17,855.82,833.23,898.56,894.32
2020-07-06,889.51,1009.96,925.72,865.03,869.31,847.32,916.51,910.31
2020-07-07,891.97,1006.99,925.88,866.21,870.36,848.78,918.27,910.77
2020-07-08,891.28,1012.34,927.49,866.15,870.36,850.29,919.74,912.44
2020-07-09,904.59,1030.16,941.43,878.29,882.42,866.46,943.55,935.57
2020-07-10,895.67,1031.9,939.38,871.55,876.03,857.45,930.58,924.0
2020-07-13,892.51,1032.78,936.13,868.96,873.44,857.87,927.4,920.01
2020-07-14,892.11,1037.93,938.03,870.08,874.57,855.89,926.59,918.38
2020-07-15,897.42,1037.15,943.92,873.94,878.31,866.09,934.88,926.85
2020-07-16,908.13,1038.7,943.82,883.19,887.48,871.54,941.66,934.99
2020-07-17,901.85,1038.99,949.45,877.59,882.15,867.83,939.58,932.65
2020-07-20,890.41,1027.89,943.61,866.53,871.25,856.19,928.99,922.71
2020-07-21,891.9,1028.27,945.71,867.56,872.29,857.57,930.29,922.65
2020-07-22,884.31,1022.48,940.34,860.66,865.5,850.3,919.73,913.57
2020-07-23,887.01,1017.13,933.76,863.05,867.54,851.97,919.75,912.89
2020-07-24,855.98,980.01,897.47,833.51,837.86,816.88,884.05,877.9
2020-07-27,809.03,929.03,853.15,788.24,792.86,766.78,826.98,823.3
2020-07-28,838.11,963.45,883.25,817.13,821.34,798.13,859.4,854.84
2020-07-29,816.03,939.92,859.65,795.46,799.66,772.77,836.16,836.03
2020-07-30,828.08,947.36,865.54,807.4,811.43,785.07,846.34,843.53
2020-07-31,822.21,938.32,859.17,802.47,806.97,776.86,836.53,833.01
2020-08-03,841.22,961.61,882.53,819.97,824.68,797.73,859.51,853.98
2020-08-04,852.72,978.74,895.37,831.42,836.2,810.35,873.75,868.09
2020-08-05,866.58,993.45,907.87,843.12,847.76,827.28,890.51,883.75
2020-08-06,867.57,992.01,911.27,844.38,849.3,824.36,884.19,878.85
2020-08-07,868.18,996.18,918.52,845.55,850.8,823.73,884.42,877.85
2020-08-10,870.57,1004.77,928.87,848.55,854.14,827.65,889.0,882.01
2020-08-11,870.87,1006.88,928.28,848.52,854.04,830.41,894.84,887.64
2020-08-12,875.14,1008.1,924.3,851.9,857.07,834.92,903.11,894.26
2020-08-13,882.54,1015.97,937.72,858.74,864.25,846.18,910.55,900.82
2020-08-14,879.09,1008.76,933.93,855.33,860.84,845.9,905.93,896.79
2020-08-17,879.5,1013.84,936.77,856.31,861.94,845.02,907.15,898.01
2020-08-18,874.4,1018.95,941.3,852.44,858.43,842.32,904.15,895.22
2020-08-19,877.36,1027.96,949.26,855.95,862.12,847.27,908.19,899.16
2020-08-20,873.69,1026.9,949.22,853.04,859.36,846.91,904.21,895.89
2020-08-21,882.01,1041.99,961.42,860.85,867.35,859.22,922.88,912.29
2020-08-24,899.89,1053.13,973.09,876.56,882.87,880.91,946.5,935.57
2020-08-25,905.99,1056.88,976.71,882.13,888.41,896.03,950.9,938.85
2020-08-26,902.86,1062.6,982.41,880.76,887.41,891.33,946.73,935.37
2020-08-27,905.29,1071.51,992.46,883.25,890.27,898.72,949.21,938.1
2020-08-28,913.49,1068.24,995.2,888.57,895.46,911.68,959.39,948.48
2020-08-31,915.71,1059.34,984.2,889.17,895.55,907.74,957.67,944.91
2020-09-01,924.71,1075.8,992.17,899.41,905.79,916.73,966.23,953.83
2020-09-03,937.77,1085.16,994.75,911.61,917.52,926.48,979.63,968.5
2020-09-04,934.32,1085.01,990.17,909.42,915.22,919.37,972.85,961.66
2020-09-07,916.33,1079.81,984.47,894.63,901.0,892.34,948.48,938.97
2020-09-08,919.9,1088.34,991.13,897.51,903.93,905.39,957.08,947.53
2020-09-09,916.4,1095.69,998.97,896.06,902.96,903.57,951.72,942.47
2020-09-10,917.99,1102.01,1003.88,897.99,905.07,910.11,952.79,944.18
2020-09-11,917.67,1106.45,1013.62,898.24,905.79,909.35,956.14,946.63
2020-09-14,925.1,1116.64,1020.66,905.68,913.24,914.45,964.97,955.32
2020-09-15,926.31,1118.5,1022.19,907.5,915.14,914.11,962.43,952.28
2020-09-16,927.61,1123.37,1023.91,909.31,916.92,918.73,961.58,952.37
2020-09-17,924.65,1123.23,1024.52,906.19,913.98,915.58,958.61,949.37
2020-09-18,935.12,1134.1,1028.36,915.53,923.04,931.75,976.16,965.85
2020-09-21,946.55,1135.56,1026.24,925.58,932.63,941.72,985.64,975.15
2020-09-22,947.86,1137.78,1022.31,925.87,932.62,945.49,996.99,984.69
2020-09-23,954.06,1143.25,1026.22,931.29,937.89,952.96,1006.0,992.06
2020-09-24,948.4,1143.3,1024.7,925.94,932.63,949.63,1005.7,991.93
2020-09-25,950.07,1135.8,1023.38,926.01,932.63,946.49,1012.8,995.94
2020-09-28,959.63,1145.03,1030.24,933.53,940.07,959.34,1033.88,1013.71
2020-09-29,953.27,1132.25,1023.86,927.16,933.93,949.43,1017.41,999.18
2020-09-30,955.88,1142.1,1031.94,930.37,937.36,952.51,1022.3,1003.44
2020-10-01,965.94,1159.91,1043.78,941.03,948.04,964.66,1031.07,1016.48
2020-10-02,959.18,1159.26,1038.49,935.79,942.83,956.73,1024.04,1009.5
2020-10-05,966.07,1178.39,1056.28,942.81,950.27,969.61,1037.42,1022.28
2020-10-06,970.16,1183.38,1066.15,945.73,953.46,970.75,1040.68,1025.26
2020-10-07,969.58,1178.41,1067.96,945.64,953.57,965.46,1027.54,1013.28
2020-10-08,968.43,1172.16,1064.28,943.48,951.27,967.69,1021.3,1006.07
2020-10-09,973.67,1175.69,1063.81,948.25,955.76,968.24,1023.27,1008.43
2020-10-12,974.08,1166.44,1051.14,947.44,954.36,965.72,1030.11,1011.48
2020-10-13,977.92,1166.37,1048.94,950.52,957.15,966.9,1040.96,1017.63
2020-10-14,993.28,1167.75,1046.94,962.09,967.95,981.07,1058.42,1037.97
2020-10-15,1001.13,1165.78,1035.89,968.0,973.03,984.14,1063.33,1043.36
2020-10-16,1003.79,1165.26,1030.86,969.53,974.21,997.37,1072.72,1049.29
2020-10-19,1006.56,1169.6,1036.08,971.7,976.53,1005.2,1085.46,1057.39
2020-10-20,1013.22,1176.12,1039.88,976.97,981.59,1013.22,1100.82,1073.36
