date,VN30 TRI,VNMID TRI,VNSML TRI,VN100 TRI,VNALL TRI,VNDIAMON TRI,VNFINLEA TRI,VNFINSEL TRI
2015-07-24,657.97,689.67,659.75,604.21,607.18,1005.18,1092.3,1064.48
2015-07-27,665.66,699.51,663.83,610.89,613.63,1005.18,1092.3,1064.48
2015-07-28,659.6,693.76,661.62,605.58,608.54,1005.18,1092.3,1064.48
2015-07-29,651.21,688.01,660.09,598.45,601.85,1005.18,1092.3,1064.48
2015-07-30,651.7,690.62,661.82,599.25,602.62,1005.18,1092.3,1064.48
2015-07-31,647.36,685.96,663.47,595.37,599.17,1005.18,1092.3,1064.48
2015-08-03,636.92,676.12,657.39,586.45,590.49,1005.18,1092.3,1064.48
2015-08-04,631.27,677.77,658.66,581.86,586.25,1005.18,1092.3,1064.48
2015-08-05,641.55,687.47,671.12,590.89,595.51,1005.18,1092.3,1064.48
2015-08-06,635.73,683.53,669.08,586.27,591.15,1005.18,1092.3,1064.48
2015-08-07,640.62,685.07,668.44,590.64,595.3,1005.18,1092.3,1064.48
2015-08-10,652.25,690.77,671.86,600.63,605.11,1005.18,1092.3,1064.48
2015-08-11,651.74,689.65,669.83,600.01,604.31,1005.18,1092.3,1064.48
2015-08-12,641.08,685.4,666.16,591.65,596.24,1005.18,1092.3,1064.48
2015-08-13,630.88,677.8,658.6,583.42,588.24,1005.18,1092.3,1064.48
2015-08-14,626.94,680.0,660.65,581.0,586.14,1005.18,1092.3,1064.48
2015-08-17,615.29,674.36,653.15,572.11,577.32,1005.18,1092.3,1064.48
2015-08-18,619.71,675.85,653.17,575.48,580.43,1005.18,1092.3,1064.48
2015-08-19,617.65,674.44,650.44,573.15,578.15,1005.18,1092.3,1064.48
2015-08-20,606.81,668.76,646.03,564.4,569.67,1005.18,1092.3,1064.48
2015-08-21,596.27,660.31,638.25,555.43,560.82,1005.18,1092.3,1064.48
2015-08-24,566.94,628.14,615.28,528.7,534.26,1005.18,1092.3,1064.48
2015-08-25,569.05,628.3,610.58,530.38,535.57,1005.18,1092.3,1064.48
2015-08-26,583.31,642.92,623.69,542.86,548.17,1005.18,1092.3,1064.48
2015-08-27,590.04,648.94,632.35,548.75,554.17,1005.18,1092.3,1064.48
2015-08-28,606.58,654.49,633.09,561.91,566.44,1005.18,1092.3,1064.48
2015-08-31,594.83,652.21,628.54,553.03,557.89,1005.18,1092.3,1064.48
2015-09-01,592.17,652.51,630.48,550.87,556.01,1005.18,1092.3,1064.48
2015-09-03,584.02,645.78,631.59,543.9,549.64,1005.18,1092.3,1064.48
2015-09-04,587.27,648.25,635.3,547.17,552.89,1005.18,1092.3,1064.48
2015-09-07,582.51,643.11,633.8,542.39,548.3,1005.18,1092.3,1064.48
2015-09-08,591.91,649.08,640.67,549.77,555.58,1005.18,1092.3,1064.48
2015-09-09,596.31,653.25,643.19,553.56,559.27,1005.18,1092.3,1064.48
2015-09-10,597.17,651.68,644.39,554.22,560.07,1005.18,1092.3,1064.48
2015-09-11,591.82,650.04,643.36,549.81,555.87,1005.18,1092.3,1064.48
2015-09-14,584.75,643.3,638.35,543.54,549.71,1005.18,1092.3,1064.48
2015-09-15,581.16,641.66,636.87,540.57,546.87,1005.18,1092.3,1064.48
2015-09-16,586.5,642.8,637.62,544.75,550.77,1005.18,1092.3,1064.48
2015-09-17,586.4,644.71,637.72,545.13,551.12,1005.18,1092.3,1064.48
2015-09-18,592.55,651.63,642.52,550.2,556.17,1005.18,1092.3,1064.48
2015-09-21,600.41,657.31,647.35,556.99,562.83,1005.18,1092.3,1064.48
2015-09-22,602.77,660.35,645.55,559.45,564.97,1005.18,1092.3,1064.48
2015-09-23,601.19,662.55,647.48,558.41,564.13,1005.18,1092.3,1064.48
2015-09-24,599.35,663.25,649.68,557.1,563.07,1005.18,1092.3,1064.48
2015-09-25,598.02,668.18,651.68,557.11,563.21,1005.18,1092.3,1064.48
2015-09-28,592.23,664.15,649.12,552.72,558.93,1005.18,1092.3,1064.48
2015-09-29,588.73,660.56,646.79,549.2,555.51,1005.18,1092.3,1064.48
2015-09-30,590.09,665.01,649.6,550.98,557.37,1005.18,1092.3,1064.48
2015-10-01,592.13,666.74,646.8,552.86,558.92,1005.18,1092.3,1064.48
2015-10-02,590.51,670.42,651.03,552.16,558.56,1005.18,1092.3,1064.48
2015-10-05,598.63,677.45,656.43,559.26,565.53,1005.18,1092.3,1064.48
2015-10-06,610.01,690.38,666.09,569.2,575.47,1005.18,1092.3,1064.48
2015-10-07,608.48,686.03,661.81,567.44,573.52,1005.18,1092.3,1064.48
2015-10-08,615.08,696.71,668.84,573.85,579.98,1005.18,1092.3,1064.48
2015-10-09,615.78,693.81,668.38,573.74,579.85,1005.18,1092.3,1064.48
2015-10-12,619.8,691.57,669.55,575.98,582.02,1005.18,1092.3,1064.48
2015-10-13,617.24,694.6,673.6,574.81,581.18,1005.18,1092.3,1064.48
2015-10-14,617.79,696.9,673.72,576.13,582.36,1005.18,1092.3,1064.48
2015-10-15,618.18,701.87,676.46,577.06,583.41,1005.18,1092.3,1064.48
2015-10-16,619.99,704.86,677.27,579.15,585.41,1005.18,1092.3,1064.48
2015-10-19,621.66,708.55,678.9,581.69,587.92,1005.18,1092.3,1064.48
2015-10-20,615.75,705.05,677.69,577.05,583.53,1005.18,1092.3,1064.48
2015-10-21,614.51,703.24,680.48,575.89,582.65,1005.18,1092.3,1064.48
2015-10-22,620.19,710.22,688.5,581.33,588.26,1005.18,1092.3,1064.48
2015-10-23,626.59,712.52,688.42,586.87,593.42,1005.18,1092.3,1064.48
2015-10-26,622.66,710.64,686.09,583.55,590.17,1005.18,1092.3,1064.48
2015-10-27,622.01,711.88,689.76,583.55,590.42,1005.18,1092.3,1064.48
2015-10-28,620.09,714.6,695.96,582.74,590.07,1005.18,1092.3,1064.48
2015-10-29,628.56,722.86,702.99,591.14,598.18,1005.18,1092.3,1064.48
2015-10-30,629.78,726.14,699.82,592.24,599.05,1005.18,1092.3,1064.48
2015-11-02,623.66,715.72,688.05,585.95,592.39,1005.18,1092.3,1064.48
2015-11-03,634.76,723.66,693.41,596.07,601.95,1005.18,1092.3,1064.48
2015-11-04,632.22,721.41,689.78,594.02,599.77,1005.18,1092.3,1064.48
2015-11-05,636.66,725.42,693.33,598.35,603.81,1005.18,1092.3,1064.48
2015-11-06,633.57,720.96,690.5,595.64,601.0,1005.18,1092.3,1064.48
2015-11-09,630.28,721.56,692.45,593.14,598.88,1005.18,1092.3,1064.48
2015-11-10,625.31,720.4,691.1,589.5,595.29,1005.18,1092.3,1064.48
2015-11-11,623.43,719.52,687.54,588.28,593.79,1005.18,1092.3,1064.48
2015-11-12,625.64,728.52,689.69,591.46,596.82,1005.18,1092.3,1064.48
2015-11-13,633.74,740.16,693.77,599.9,604.76,1005.18,1092.3,1064.48
2015-11-16,630.48,743.27,691.83,598.43,603.06,1005.18,1092.3,1064.48
2015-11-17,625.64,741.61,695.48,593.92,599.4,1005.18,1092.3,1064.48
2015-11-18,623.46,741.53,697.38,592.16,597.98,1005.18,1092.3,1064.48
2015-11-19,620.2,746.3,697.63,590.36,596.42,1005.18,1092.3,1064.48
2015-11-20,622.35,751.23,703.41,592.82,599.08,1005.18,1092.3,1064.48
2015-11-23,618.04,754.6,706.25,589.69,596.55,1005.18,1092.3,1064.48
2015-11-24,611.2,750.86,705.35,583.56,590.93,1005.18,1092.3,1064.48
2015-11-25,613.71,751.25,709.74,585.62,593.05,1005.18,1092.3,1064.48
2015-11-26,609.0,748.6,704.34,581.54,588.95,1005.18,1092.3,1064.48
2015-11-27,601.41,738.46,697.92,574.53,581.85,1005.18,1092.3,1064.48
2015-11-30,592.6,730.74,689.62,567.62,574.77,1005.18,1092.3,1064.48
2015-12-01,589.67,732.62,688.42,565.75,573.04,1005.18,1092.3,1064.48
2015-12-02,594.64,738.99,695.88,570.31,577.79,1005.18,1092.3,1064.48
2015-12-03,595.95,736.24,695.86,570.88,578.32,1005.18,1092.3,1064.48
2015-12-04,593.64,735.6,694.3,569.12,576.56,1005.18,1092.3,1064.48
2015-12-07,586.04,732.0,694.2,562.97,570.93,1005.18,1092.3,1064.48
2015-12-08,595.73,740.13,698.76,571.66,579.14,1005.18,1092.3,1064.48
2015-12-09,585.23,731.48,693.24,562.57,570.31,1005.18,1092.3,1064.48
2015-12-10,583.15,723.0,687.03,559.54,567.03,1005.18,1092.3,1064.48
2015-12-11,588.76,728.95,688.99,564.27,571.62,1005.18,1092.3,1064.48
2015-12-14,590.2,730.41,689.14,565.3,572.53,1005.18,1092.3,1064.48
2015-12-15,593.11,735.05,692.94,568.44,575.63,1005.18,1092.3,1064.48
2015-12-16,594.83,744.36,695.28,571.51,578.56,1005.18,1092.3,1064.48
2015-12-17,597.38,750.8,700.27,574.2,581.44,1005.18,1092.3,1064.48
2015-12-18,589.62,746.78,699.75,568.16,575.7,1005.18,1092.3,1064.48
2015-12-21,588.48,745.54,695.11,566.74,574.23,1005.18,1092.3,1064.48
2015-12-22,587.61,741.07,695.41,565.44,573.02,1005.18,1092.3,1064.48
2015-12-23,586.24,737.32,693.84,563.95,571.56,1005.18,1092.3,1064.48
2015-12-24,587.51,739.6,695.95,565.73,573.33,1005.18,1092.3,1064.48
2015-12-25,590.17,737.84,692.75,567.98,575.28,1005.18,1092.3,1064.48
2015-12-28,595.17,738.14,686.62,573.16,579.57,1005.18,1092.3,1064.48
2015-12-29,601.57,741.34,692.3,578.38,584.88,1005.18,1092.3,1064.48
2015-12-30,607.05,747.4,695.76,583.07,589.53,1005.18,1092.3,1064.48
2015-12-31,607.84,749.61,702.27,584.11,590.89,1005.18,1092.3,1064.48
2016-01-04,602.06,745.58,700.76,579.61,586.66,1005.18,1092.3,1064.48
2016-01-05,595.64,740.68,697.97,574.25,581.49,1005.18,1092.3,1064.48
2016-01-06,602.12,745.34,701.82,579.69,586.81,1005.18,1092.3,1064.48
2016-01-07,594.29,734.29,692.7,572.74,579.77,1005.18,1092.3,1064.48
2016-01-08,587.82,728.68,680.36,566.98,573.62,1005.18,1092.3,1064.48
2016-01-11,585.53,721.51,676.2,564.1,570.68,1005.18,1092.3,1064.48
2016-01-12,594.38,733.55,684.44,572.33,578.87,1005.18,1092.3,1064.48
2016-01-13,590.54,732.62,681.24,568.99,575.62,1005.18,1092.3,1064.48
2016-01-14,580.89,724.89,674.08,561.13,567.73,1005.18,1092.3,1064.48
2016-01-15,567.2,718.71,670.05,549.94,556.96,1005.18,1092.3,1064.48
2016-01-18,552.32,702.11,656.65,536.73,543.78,1005.18,1092.3,1064.48
2016-01-19,561.62,712.38,664.79,545.16,552.16,1005.18,1092.3,1064.48
2016-01-20,555.45,707.05,662.06,539.86,547.11,1005.18,1092.3,1064.48
2016-01-21,549.62,702.22,655.49,535.16,542.29,1005.18,1092.3,1064.48
2016-01-22,550.48,707.0,657.46,536.31,543.64,1005.18,1092.3,1064.48
2016-01-25,573.77,725.37,675.21,555.87,562.76,1005.18,1092.3,1064.48
2016-01-26,565.94,717.32,668.11,548.6,555.5,1005.18,1092.3,1064.48
2016-01-27,570.49,723.67,672.98,552.91,559.78,1005.18,1092.3,1064.48
2016-01-28,568.33,720.02,669.28,550.92,557.76,1005.18,1092.3,1064.48
2016-01-29,573.18,726.17,675.19,554.97,561.76,1005.18,1092.3,1064.48
2016-02-01,569.48,720.69,671.89,551.65,558.61,1005.18,1092.3,1064.48
2016-02-02,566.53,718.64,668.67,549.27,556.22,1005.18,1092.3,1064.48
2016-02-03,568.0,719.6,670.77,550.81,557.86,1005.18,1092.3,1064.48
2016-02-04,572.79,724.68,675.47,555.17,562.18,1005.18,1092.3,1064.48
2016-02-05,575.6,730.67,682.33,558.31,565.57,1005.18,1092.3,1064.48
2016-02-15,570.72,733.29,684.03,555.43,563.06,1005.18,1092.3,1064.48
2016-02-16,573.91,742.81,690.83,559.7,567.52,1005.18,1092.3,1064.48
2016-02-17,572.66,743.08,693.6,559.21,567.38,1005.18,1092.3,1064.48
2016-02-18,578.53,747.67,698.82,563.96,572.06,1005.18,1092.3,1064.48
2016-02-19,579.2,749.8,699.55,564.44,572.43,1005.18,1092.3,1064.48
2016-02-22,586.2,758.13,704.92,571.0,578.79,1005.18,1092.3,1064.48
2016-02-23,585.6,757.62,704.55,570.63,578.48,1005.18,1092.3,1064.48
2016-02-24,590.79,758.82,706.12,574.29,581.92,1005.18,1092.3,1064.48
2016-02-25,584.82,753.81,701.73,569.07,576.8,1005.18,1092.3,1064.48
2016-02-26,590.1,756.41,707.46,573.1,580.85,1005.18,1092.3,1064.48
2016-02-29,582.9,756.1,708.12,567.58,575.7,1005.18,1092.3,1064.48
2016-03-01,585.28,755.98,712.59,569.4,577.78,1005.18,1092.3,1064.48
2016-03-02,591.59,761.21,719.26,575.24,583.76,1005.18,1092.3,1064.48
2016-03-03,591.53,756.89,719.45,574.47,583.08,1005.18,1092.3,1064.48
2016-03-04,593.4,763.47,724.94,577.26,586.12,1005.18,1092.3,1064.48
2016-03-07,595.1,760.69,723.59,577.69,586.35,1005.18,1092.3,1064.48
2016-03-08,595.04,758.82,723.06,577.55,586.34,1005.18,1092.3,1064.48
2016-03-09,593.72,759.18,723.55,576.83,585.76,1005.18,1092.3,1064.48
2016-03-10,596.29,768.92,732.03,580.33,589.51,1005.18,1092.3,1064.48
2016-03-11,596.41,768.91,733.49,580.67,589.83,1005.18,1092.3,1064.48
2016-03-14,599.68,767.84,738.37,582.54,591.82,1005.18,1092.3,1064.48
2016-03-15,595.52,761.53,733.79,578.5,587.81,1005.18,1092.3,1064.48
2016-03-16,596.31,763.12,736.51,579.29,588.64,1005.18,1092.3,1064.48
2016-03-17,599.05,768.72,739.95,582.43,591.84,1005.18,1092.3,1064.48
2016-03-18,594.43,767.15,740.83,578.7,588.38,1005.18,1092.3,1064.48
2016-03-21,592.39,760.95,737.78,576.06,585.88,1005.18,1092.3,1064.48
2016-03-22,590.37,756.22,742.44,573.64,584.02,1005.18,1092.3,1064.48
2016-03-23,593.06,765.35,747.98,577.39,587.82,1005.18,1092.3,1064.48
2016-03-24,589.7,766.89,745.71,575.62,586.04,1005.18,1092.3,1064.48
2016-03-25,590.65,764.61,744.89,575.96,586.38,1005.18,1092.3,1064.48
2016-03-28,594.87,771.27,752.56,580.53,591.26,1005.18,1092.3,1064.48
2016-03-29,587.51,764.44,751.89,574.17,585.48,1005.18,1092.3,1064.48
2016-03-30,589.5,768.13,754.41,576.55,587.91,1005.18,1092.3,1064.48
2016-03-31,583.96,758.11,748.29,570.73,582.21,1005.18,1092.3,1064.48
2016-04-01,580.47,749.23,745.6,566.69,578.39,1005.18,1092.3,1064.48
2016-04-04,577.86,746.91,742.45,564.44,576.11,1005.18,1092.3,1064.48
2016-04-05,582.68,749.04,745.4,568.48,580.04,1005.18,1092.3,1064.48
2016-04-06,588.78,756.19,747.61,574.08,585.34,1005.18,1092.3,1064.48
2016-04-07,591.72,759.52,753.73,577.08,588.54,1005.18,1092.3,1064.48
2016-04-08,591.4,765.35,759.17,578.32,590.14,1005.18,1092.3,1064.48
2016-04-11,599.38,773.86,767.95,586.44,598.58,1005.18,1092.3,1064.48
2016-04-12,600.08,775.7,768.52,587.78,600.04,1005.18,1092.3,1064.48
2016-04-13,597.18,775.25,769.71,585.6,598.12,1005.18,1092.3,1064.48
2016-04-14,599.39,774.88,776.31,587.19,600.14,1005.18,1092.3,1064.48
2016-04-15,597.61,774.6,774.25,585.92,598.76,1005.18,1092.3,1064.48
2016-04-19,587.99,762.95,762.28,575.86,588.34,1005.18,1092.3,1064.48
2016-04-20,588.61,764.71,757.36,576.38,588.57,1005.18,1092.3,1064.48
2016-04-21,596.19,766.39,763.16,582.35,594.54,1005.18,1092.3,1064.48
2016-04-22,609.1,773.25,771.24,593.67,605.7,1005.18,1092.3,1064.48
2016-04-25,607.85,776.7,774.21,592.56,604.79,1005.18,1092.3,1064.48
2016-04-26,615.12,777.99,776.99,598.33,610.38,1005.18,1092.3,1064.48
2016-04-27,611.19,777.08,777.45,594.93,607.24,1005.18,1092.3,1064.48
2016-04-28,609.35,773.78,775.02,592.66,604.93,1005.18,1092.3,1064.48
2016-04-29,615.1,779.93,781.08,598.02,610.32,1005.18,1092.3,1064.48
2016-05-04,616.45,783.48,786.05,599.5,611.98,1005.18,1092.3,1064.48
2016-05-05,618.62,786.15,784.49,601.62,613.85,1005.18,1092.3,1064.48
2016-05-06,621.55,782.44,779.0,603.3,615.03,1005.18,1092.3,1064.48
2016-05-09,618.31,782.21,771.37,601.17,612.49,1005.18,1092.3,1064.48
2016-05-10,618.64,779.0,768.54,600.62,611.77,1005.18,1092.3,1064.48
2016-05-11,626.21,786.2,774.8,608.02,619.12,1005.18,1092.3,1064.48
2016-05-12,626.29,786.93,775.08,608.07,619.17,1005.18,1092.3,1064.48
2016-05-13,624.17,786.09,770.9,606.28,617.21,1005.18,1092.3,1064.48
2016-05-16,629.49,786.62,766.98,610.78,621.14,1005.18,1092.3,1064.48
2016-05-17,637.43,791.69,772.79,616.89,627.16,1005.18,1092.3,1064.48
2016-05-18,638.44,791.68,771.24,616.9,627.0,1005.18,1092.3,1064.48
2016-05-19,635.59,792.37,775.58,615.08,625.65,1005.18,1092.3,1064.48
2016-05-20,630.75,792.66,781.19,611.29,622.5,1005.18,1092.3,1064.48
2016-05-23,629.46,795.61,781.09,611.22,622.44,1005.18,1092.3,1064.48
2016-05-24,629.63,799.87,783.85,612.09,623.44,1005.18,1092.3,1064.48
2016-05-25,627.7,800.84,785.08,610.81,622.35,1005.18,1092.3,1064.48
2016-05-26,621.98,794.26,782.09,604.9,616.64,1005.18,1092.3,1064.48
2016-05-27,627.39,797.44,785.38,609.55,621.19,1005.18,1092.3,1064.48
2016-05-30,633.27,802.83,788.58,615.08,626.59,1005.18,1092.3,1064.48
2016-05-31,634.08,809.57,789.66,616.55,627.96,1005.18,1092.3,1064.48
2016-06-01,636.36,810.72,796.31,618.47,630.28,1005.18,1092.3,1064.48
2016-06-02,638.21,815.18,809.39,620.54,633.15,1005.18,1092.3,1064.48
2016-06-03,639.02,819.99,809.4,622.19,634.69,1005.18,1092.3,1064.48
2016-06-06,636.79,820.82,804.78,620.21,632.5,1005.18,1092.3,1064.48
2016-06-07,642.07,830.95,810.87,626.2,638.49,1005.18,1092.3,1064.48
2016-06-08,648.33,835.01,816.78,631.28,643.6,1005.18,1092.3,1064.48
2016-06-09,648.92,837.8,824.97,632.17,645.02,1005.18,1092.3,1064.48
2016-06-10,647.49,841.34,828.71,631.61,644.76,1005.18,1092.3,1064.48
2016-06-13,639.75,833.9,827.43,624.47,638.02,1005.18,1092.3,1064.48
2016-06-14,643.46,839.01,833.74,628.27,642.05,1005.18,1092.3,1064.48
2016-06-15,642.26,846.83,839.25,628.96,643.09,1005.18,1092.3,1064.48
2016-06-16,640.56,849.76,843.31,628.42,642.89,1005.18,1092.3,1064.48
2016-06-17,633.57,845.17,839.75,622.54,637.15,1005.18,1092.3,1064.48
2016-06-20,642.25,860.55,847.41,631.68,646.19,1005.18,1092.3,1064.48
2016-06-21,645.11,862.48,852.1,634.39,649.06,1005.18,1092.3,1064.48
2016-06-22,642.24,867.87,857.61,632.97,648.08,1005.18,1092.3,1064.48
2016-06-23,644.63,881.81,864.41,637.56,652.83,1005.18,1092.3,1064.48
2016-06-24,630.42,876.67,851.11,626.35,641.48,1005.18,1092.3,1064.48
2016-06-27,632.2,871.47,846.55,627.15,641.98,1005.18,1092.3,1064.48
2016-06-28,632.25,873.7,850.97,627.76,642.83,1005.18,1092.3,1064.48
2016-06-29,639.54,890.4,867.8,635.72,651.41,1005.18,1092.3,1064.48
2016-06-30,639.95,891.44,869.93,637.07,652.89,1005.18,1092.3,1064.48
2016-07-01,644.63,894.68,882.61,641.79,658.26,1005.18,1092.3,1064.48
2016-07-04,652.07,903.24,893.32,648.61,665.31,1005.18,1092.3,1064.48
2016-07-05,654.85,905.22,892.97,650.68,667.19,1005.18,1092.3,1064.48
2016-07-06,654.76,912.06,901.85,651.76,668.84,1005.18,1092.3,1064.48
2016-07-07,663.34,933.87,915.52,662.39,679.66,1005.18,1092.3,1064.48
2016-07-08,662.35,933.56,915.37,661.69,679.01,1005.18,1092.3,1064.48
2016-07-11,654.59,920.93,893.04,653.81,670.08,1005.18,1092.3,1064.48
2016-07-12,660.31,923.98,897.85,658.73,675.02,1005.18,1092.3,1064.48
2016-07-13,676.07,930.72,905.49,671.64,687.61,1005.18,1092.3,1064.48
2016-07-14,670.15,923.4,887.05,665.59,680.6,1005.18,1092.3,1064.48
2016-07-15,672.71,915.81,879.9,666.39,680.87,1005.18,1092.3,1064.48
2016-07-18,682.04,927.11,886.33,674.99,689.23,1005.18,1092.3,1064.48
2016-07-19,673.68,917.46,883.15,667.14,681.68,1005.18,1092.3,1064.48
2016-07-20,664.39,905.63,877.07,658.63,673.3,1005.18,1092.3,1064.48
2016-07-21,662.34,900.21,866.67,656.35,670.46,1005.18,1092.3,1064.48
2016-07-22,653.26,894.49,856.77,648.9,662.85,1005.18,1092.3,1064.48
2016-07-25,652.1,893.13,857.23,647.85,661.88,1005.18,1092.3,1064.48
2016-07-26,653.61,895.0,856.48,649.75,663.73,1005.18,1092.3,1064.48
2016-07-27,658.71,901.35,864.33,654.78,668.94,1005.18,1092.3,1064.48
2016-07-28,663.55,900.0,866.06,658.74,672.96,1005.18,1092.3,1064.48
2016-07-29,658.24,897.88,865.13,653.91,668.18,1005.18,1092.3,1064.48
2016-08-01,654.37,887.4,855.31,649.04,663.01,1005.18,1092.3,1064.48
2016-08-02,641.75,868.66,835.52,636.38,649.93,1005.18,1092.3,1064.48
2016-08-03,638.29,862.2,831.22,632.43,645.93,1005.18,1092.3,1064.48
2016-08-04,635.83,853.69,825.48,628.72,642.02,1005.18,1092.3,1064.48
2016-08-05,633.41,847.98,819.79,625.15,638.12,1005.18,1092.3,1064.48
2016-08-08,632.99,850.13,816.93,625.31,638.08,1005.18,1092.3,1064.48
2016-08-09,639.97,857.65,826.0,632.18,645.25,1005.18,1092.3,1064.48
2016-08-10,651.74,871.37,832.98,644.56,657.56,1005.18,1092.3,1064.48
2016-08-11,664.35,881.94,838.91,655.57,668.27,1005.18,1092.3,1064.48
2016-08-12,660.61,875.48,832.39,651.76,664.32,1005.18,1092.3,1064.48
2016-08-15,665.3,882.39,835.49,656.34,668.75,1005.18,1092.3,1064.48
2016-08-16,666.1,890.14,842.69,657.71,670.31,1005.18,1092.3,1064.48
2016-08-17,670.61,897.89,846.06,662.33,674.84,1005.18,1092.3,1064.48
2016-08-18,672.72,896.33,844.88,663.7,676.14,1005.18,1092.3,1064.48
2016-08-19,676.16,891.56,842.35,665.15,677.33,1005.18,1092.3,1064.48
2016-08-22,669.96,888.27,832.31,659.68,671.4,1005.18,1092.3,1064.48
2016-08-23,673.54,891.02,833.41,663.82,675.65,1005.18,1092.3,1064.48
2016-08-24,673.57,887.43,837.54,663.38,675.62,1005.18,1092.3,1064.48
2016-08-25,673.36,888.53,841.43,663.37,675.83,1005.18,1092.3,1064.48
2016-08-26,681.3,891.6,844.31,669.14,681.3,1005.18,1092.3,1064.48
2016-08-29,680.8,884.52,829.08,668.01,679.53,1005.18,1092.3,1064.48
2016-08-30,685.96,890.92,830.22,672.81,684.06,1005.18,1092.3,1064.48
2016-08-31,690.16,897.44,832.88,677.28,688.52,1005.18,1092.3,1064.48
2016-09-01,683.77,898.95,837.71,673.03,684.84,1005.18,1092.3,1064.48
2016-09-05,679.61,894.37,839.46,669.13,681.38,1005.18,1092.3,1064.48
2016-09-06,680.59,900.19,839.26,670.45,682.37,1005.18,1092.3,1064.48
2016-09-07,679.31,904.24,838.45,669.69,681.35,1005.18,1092.3,1064.48
2016-09-08,683.94,910.46,843.59,674.2,685.9,1005.18,1092.3,1064.48
2016-09-09,684.1,911.57,847.36,674.73,686.59,1005.18,1092.3,1064.48
2016-09-12,676.8,896.8,832.43,667.42,679.0,1005.18,1092.3,1064.48
2016-09-13,676.98,894.05,832.22,667.03,678.71,1005.18,1092.3,1064.48
2016-09-14,671.92,891.5,828.1,662.56,674.18,1005.18,1092.3,1064.48
2016-09-15,670.44,894.23,824.01,663.41,674.98,1005.18,1092.3,1064.48
2016-09-16,664.57,891.26,822.25,659.7,671.55,1005.18,1092.3,1064.48
2016-09-19,674.4,896.87,825.99,666.55,677.83,1005.18,1092.3,1064.48
2016-09-20,679.42,902.26,830.61,671.06,682.31,1005.18,1092.3,1064.48
2016-09-21,683.35,901.95,835.05,674.6,686.12,1005.18,1092.3,1064.48
2016-09-22,688.41,909.84,840.04,679.63,691.07,1005.18,1092.3,1064.48
2016-09-23,690.49,908.0,844.93,681.23,693.06,1005.18,1092.3,1064.48
2016-09-26,692.35,912.47,846.58,683.62,695.47,1005.18,1092.3,1064.48
2016-09-27,697.66,919.04,850.92,689.22,701.05,1005.18,1092.3,1064.48
2016-09-28,695.54,923.47,848.21,687.68,699.23,1005.18,1092.3,1064.48
2016-09-30,694.92,922.38,844.52,686.93,698.27,1005.18,1092.3,1064.48
2016-10-03,688.66,924.97,846.59,682.24,693.87,1005.18,1092.3,1064.48
2016-10-04,688.11,915.93,837.7,680.88,692.23,1005.18,1092.3,1064.48
2016-10-05,690.25,919.07,839.36,682.77,694.03,1005.18,1092.3,1064.48
2016-10-06,689.39,921.57,845.81,682.06,693.69,1005.18,1092.3,1064.48
2016-10-07,683.59,918.98,843.7,677.75,689.62,1005.18,1092.3,1064.48
2016-10-10,672.89,910.07,837.36,668.31,680.36,1005.18,1092.3,1064.48
2016-10-11,681.8,911.24,840.28,674.45,686.18,1005.18,1092.3,1064.48
2016-10-12,680.1,915.52,841.94,674.36,686.27,1005.18,1092.3,1064.48
2016-10-13,685.35,917.51,848.22,678.83,690.93,1005.18,1092.3,1064.48
2016-10-14,684.62,917.37,853.52,678.54,691.12,1005.18,1092.3,1064.48
2016-10-17,677.2,915.84,849.31,673.14,685.82,1005.18,1092.3,1064.48
2016-10-18,680.18,913.73,850.95,674.9,687.61,1005.18,1092.3,1064.48
2016-10-19,686.5,913.75,850.77,679.95,692.49,1005.18,1092.3,1064.48
2016-10-20,684.17,907.37,853.15,676.71,689.53,1005.18,1092.3,1064.48
2016-10-21,682.11,898.89,853.43,673.39,686.43,1005.18,1092.3,1064.48
2016-10-24,674.95,888.73,848.0,666.15,679.3,1005.18,1092.3,1064.48
2016-10-25,671.43,884.83,841.85,662.9,675.87,1005.18,1092.3,1064.48
2016-10-26,668.2,886.66,839.07,661.01,673.92,1005.18,1092.3,1064.48
2016-10-27,670.67,887.83,838.47,663.29,676.09,1005.18,1092.3,1064.48
2016-10-28,675.97,892.9,841.11,667.94,680.56,1005.18,1092.3,1064.48
2016-10-31,670.71,889.88,836.02,663.47,676.03,1005.18,1092.3,1064.48
2016-11-01,669.49,889.95,836.87,662.8,675.51,1005.18,1092.3,1064.48
2016-11-02,662.71,880.28,831.02,656.05,668.84,1005.18,1092.3,1064.48
2016-11-03,659.25,874.72,826.71,652.78,665.59,1005.18,1092.3,1064.48
2016-11-04,658.97,877.25,822.92,653.01,665.53,1005.18,1092.3,1064.48
2016-11-07,666.65,883.55,829.31,659.39,671.81,1005.18,1092.3,1064.48
2016-11-08,668.84,881.8,829.33,660.56,672.89,1005.18,1092.3,1064.48
2016-11-09,661.97,875.33,819.04,654.53,666.63,1005.18,1092.3,1064.48
2016-11-10,668.72,885.77,836.73,661.35,674.14,1005.18,1092.3,1064.48
2016-11-11,668.82,883.81,836.1,661.61,674.49,1005.18,1092.3,1064.48
2016-11-14,660.62,880.25,834.25,654.54,667.61,1005.18,1092.3,1064.48
2016-11-15,664.14,877.11,833.58,656.01,668.84,1005.18,1092.3,1064.48
