,sticker,name
1,CMG,Công ty Cổ phần Tập đoàn Công nghệ CMC
2,DGW,Công ty Cổ phần Thế Giới Số
3,ELC,Công ty Cổ phần Đầu tư Phát triển Công nghệ Điện tử - Viễn thông
4,FPT,Công ty Cổ phần FPT
