date,VNINDEX,SSI,HCM,REE,PVT
4/17/20,789.6,12.79,16.2,31,10.3
4/16/20,780.7,12.55,15.86,30.8,9.65
4/15/20,777.22,12.55,15.82,31,9.02
4/14/20,767.41,12.41,15.33,30.45,9.09
4/13/20,765.79,12.36,14.95,30.4,9.18
10/4/20,757.94,12.5,14.9,30.35,9.18
9/4/20,760.33,12.41,14.85,29.85,9
8/4/20,748.02,11.63,14.61,29.8,9.01
7/4/20,746.69,11.47,13.89,30,9.1
6/4/20,736.75,11.47,13.07,30.2,9.21
3/4/20,701.8,10.74,12.25,28.85,8.61
1/4/20,680.23,10.05,11.48,28.3,8.09
3/31/20,662.53,9.4,10.75,27.3,7.85
3/30/20,662.26,9.32,11.09,27.4,7.67
3/27/20,696.06,10.01,11.91,28,8.01
3/26/20,694.21,10.5,12.25,28.35,8.01
3/25/20,690.25,10.82,12.87,29.2,8.13
3/24/20,659.21,10.13,12.1,28.2,7.6
3/23/20,666.59,10.45,12.54,27.75,7.86
3/20/20,709.73,11.22,13.45,29.8,8.45
3/19/20,725.94,11.1,13.45,29.8,8.5
3/18/20,747.66,11.1,13.31,30.3,8.88
3/17/20,745.78,11.51,13.55,29.9,8.89
3/16/20,747.86,10.78,12.68,28.05,9.09
3/13/20,761.78,10.78,13.5,28.2,9.2
12/3/20,769.25,10.98,13.65,28,9.72
11/3/20,811.35,11.75,14.66,29.85,10.45
10/3/20,837.5,12.6,15.72,30.3,11
9/3/20,835.49,12.6,16.3,29.9,11.55
6/3/20,891.44,13.53,17.5,32,12.4
5/3/20,893.31,13.62,17.5,32.2,12.55
4/3/20,889.37,13.17,17.12,32.4,12
3/3/20,890.61,12.93,16.68,32.4,12.15
2/3/20,884.43,12.81,16.59,32.45,12.25
2/28/20,882.19,12.89,16.54,32.5,12.4
2/27/20,898.44,13.37,17.17,32.98,12.4
2/26/20,895.97,13.05,16.49,32.5,12.3
2/25/20,909.67,13.29,16.97,32.64,12.5
2/24/20,903.34,13.17,16.93,32.07,12.8
2/21/20,933.09,14.14,18.18,33.36,13.2
2/20/20,938.13,14.26,18.23,33.98,13.65
2/19/20,928.76,14.26,18.18,33.5,13.5
2/18/20,927.93,14.22,18.28,33.45,13.6
2/17/20,934.77,14.3,18.32,33.36,13.65
2/14/20,937.45,14.43,18.52,33.5,13.5
2/13/20,938.24,14.26,18.08,33.17,13.55
12/2/20,937.68,14.43,18.28,33.12,13.55
11/2/20,934.67,14.14,17.79,32.64,13.4
10/2/20,930.73,14.22,17.7,31.98,13.4
7/2/20,940.75,14.35,18.13,32.31,13.65
6/2/20,938.54,14.35,18.23,32.41,13.6
5/2/20,925.91,13.74,17.65,31.74,13.2
4/2/20,929.09,13.78,17.41,31.83,12.7
3/2/20,928.14,13.82,17.99,31.93,13.15
1/31/20,936.62,14.35,18.56,32.31,13.8
1/30/20,959.58,14.99,19.91,34.12,14.3
1/22/20,991.46,15.64,21.41,35.26,14.8
1/21/20,986.37,15.6,21.17,35.55,14.9
1/20/20,978.63,15.6,20.83,35.03,15
1/17/20,978.96,15.6,20.83,34.79,15.3
1/16/20,974.31,15.48,21.07,34.69,15.5
1/15/20,967.56,14.91,20.4,33.88,15.55
1/14/20,967,14.91,20.69,34.12,15.5
1/13/20,965.84,14.83,20.69,34.07,15.5
10/1/20,968.54,14.83,20.25,34.03,15.65
9/1/20,960.15,14.55,20.01,34.03,15.9
8/1/20,948.98,14.39,19.82,34.03,16.05
7/1/20,958.88,14.79,20.25,34.93,16.4
6/1/20,955.79,14.75,20.11,34.74,16.6
3/1/20,965.14,14.79,20.45,34.79,16.35
2/1/20,966.67,14.91,20.73,35.22,16.7
12/31/19,960.99,14.63,20.59,34.6,16.8
12/30/19,965.03,14.71,20.2,34.93,16.9
12/27/19,963.51,14.67,20.64,34.22,16.75
12/26/19,958.59,14.79,20.06,33.84,16.65
12/25/19,960.92,14.75,20.16,33.93,16.4
12/24/19,958.88,14.87,20.06,34.22,16.45
12/23/19,959.43,14.87,19.67,33.84,16.5
12/20/19,956.41,14.83,19.72,34.12,16.6
12/19/19,952.26,14.67,20.54,34.12,16.6
12/18/19,951.13,14.91,20.93,34.22,16.6
12/17/19,954.03,15.12,21.49,34.31,16.7
12/16/19,961.47,15.44,21.82,34.88,16.75
12/13/19,966.18,15.56,21.54,34.79,16.75
12/12/19,968.17,15.72,21.59,35.12,16.75
11/12/19,961.78,15.4,21.4,35.07,16.4
10/12/19,960.3,15.56,21.49,34.88,16.5
9/12/19,966.06,15.89,22.29,34.55,16.5
6/12/19,963.56,15.8,22.53,34.31,16.9
5/12/19,963.27,15.89,22.44,34.31,16.85
4/12/19,965.9,16.05,22.77,34.6,16.8
3/12/19,953.43,15.64,21.87,34.03,16.7
2/12/19,959.31,15.8,21.87,34.12,17.15
11/29/19,970.75,16.05,22.06,34.45,17.4
11/28/19,970.39,16.09,21.92,34.22,16.95
11/27/19,978.17,16.09,22.53,34.55,17.2
11/26/19,976.79,16.21,22.62,34.79,17.15
11/25/19,976.35,16.41,22.44,34.6,17.2
11/22/19,977.78,16.29,22.62,34.98,17.4
11/21/19,987.89,16.53,23.38,35.5,17.7
11/20/19,1000.56,16.94,23.19,35.93,17.75
11/19/19,1008.35,17.1,23.24,36.22,17.9
11/18/19,1002.91,17.02,22.81,35.6,17.7
11/15/19,1010.03,17.1,23.57,35.36,17.65
11/14/19,1012.3,17.38,23.9,35.12,17.25
11/13/19,1012.77,17.55,24.32,35.84,17.15
12/11/19,1018.33,17.55,24.09,35.84,17.25
11/11/19,1016.75,17.59,23.57,35.88,17.1
8/11/19,1022.49,17.87,24.09,36.31,17.1
7/11/19,1024.03,17.87,23.85,36.69,17.3
6/11/19,1024.91,17.59,23.33,36.12,17.45
5/11/19,1024.34,17.67,23.38,36.12,17.3
4/11/19,1022.43,17.63,23.33,36.5,17.2
1/11/19,1015.59,17.42,22.53,35.88,17.3
10/31/19,998.82,17.3,21.49,35.74,17.1
10/30/19,1000.89,17.3,21.82,35.93,17.2
10/29/19,995.87,17.14,21.54,36.17,17.15
10/28/19,996.48,17.22,21.82,34.88,17.1
10/25/19,996.57,17.26,21.64,35.26,16.75
10/24/19,993.6,17.26,21.21,34.98,16.75
10/23/19,987.79,16.86,20.88,34.6,16.7
10/22/19,987.19,16.94,20.83,34.36,16.45
10/21/19,983.56,16.86,20.93,34.98,16.55
10/18/19,989.2,17.1,21.21,35.03,16.55
10/17/19,989.82,17.3,21.64,34.79,16.7
10/16/19,994.46,17.47,22.01,35.31,16.8
10/15/19,993.05,17.51,21.96,35.93,17
10/14/19,993.57,17.63,22.15,36.22,17
11/10/19,991.84,17.26,21.45,36.03,17
10/10/19,987.38,17.26,21.35,36.03,17.1
9/10/19,987.83,17.26,21.49,36.69,16.85
8/10/19,988.22,17.34,21.49,36.22,17.1
7/10/19,983.09,17.1,21.12,35.26,16.75
4/10/19,987.59,17.51,21.87,35.65,16.8
3/10/19,992.45,18.16,23.05,36.79,17.35
2/10/19,991.19,18.16,23.05,36.27,17
1/10/19,999.59,17.96,23.33,37.36,17
9/30/19,996.56,17.84,22.91,36.36,17.35
9/27/19,997.84,18,23.05,37.17,17.3
9/26/19,990.75,17.57,23.38,37.79,17.55
9/25/19,987.3,16.8,22.29,37.65,17.8
9/24/19,988.13,16.8,22.25,36.36,17.9
9/23/19,985.75,16.56,21.96,36.22,17.85
9/20/19,990.36,16.64,22.06,36.98,17.8
9/19/19,997.1,16.87,22.25,35.46,17.75
9/18/19,995.15,16.76,21.96,35.46,17.7
9/17/19,996.74,16.8,22.25,34.98,17.9
9/16/19,989.86,16.64,21.35,34.88,17.95
9/13/19,987.22,16.56,20.88,35.36,18.2
12/9/19,976.07,16.18,20.27,35.41,17.75
11/9/19,969.31,16.1,19.89,34.41,17.6
10/9/19,970.26,16.06,20.08,33.36,17.65
9/9/19,974.12,16.22,19.7,33.6,17.9
