,date,VN30 TRI,VNMID TRI,VNSML TRI,VN100 TRI,VNALL TRI,VNDIAMON TRI,VNFINLEA TRI,VNFINSEL TRI
0,02.01.2020,977.86,1056.57,939.86,945.6,947.66,972.12,970.12,963.53
1,03.01.2020,973.89,1055.65,936.36,943.26,945.32,962.95,964.09,957.53
2,06.01.2020,961.83,1053.93,922.88,932.89,934.82,950.79,947.43,942.02
3,07.01.2020,966.64,1053.79,920.15,936.83,938.49,958.63,953.65,947.49
4,08.01.2020,953.94,1037.0700000000002,904.6,924.36,925.98,938.78,943.08,936.43
5,09.01.2020,967.81,1045.45,908.12,936.25,937.42,953.75,964.42,955.2
6,10.01.2020,976.37,1047.31,903.6,942.97,943.63,962.28,983.07,972.8
7,13.01.2020,972.26,1044.6799999999998,897.62,940.24,940.72,957.19,974.2,965.39
8,14.01.2020,975.55,1054.53,895.89,944.01,944.24,959.97,979.41,970.25
9,15.01.2020,976.2,1059.3700000000001,895.35,944.81,944.99,963.48,982.18,973.0
10,16.01.2020,983.48,1061.25,895.43,949.78,949.72,975.64,1001.1399999999999,987.89
11,17.01.2020,986.66,1058.6299999999999,892.34,951.44,951.18,976.97,1012.1,996.65
12,20.01.2020,989.48,1054.8,891.09,952.54,952.18,984.72,1015.12,999.36
13,21.01.2020,999.54,1061.98,895.11,961.91,961.33,993.33,1035.2299999999998,1017.7700000000001
14,22.01.2020,1002.37,1070.23,905.88,966.0,965.67,996.45,1037.18,1019.7799999999999
15,30.01.2020,965.69,1047.66,896.16,934.87,935.53,957.47,992.4,979.77
16,31.01.2020,935.71,1017.79,878.82,907.93,908.89,925.01,971.34,957.55
17,03.02.2020,929.14,995.22,854.79,899.06,899.43,913.78,970.87,954.21
18,04.02.2020,932.28,990.11,847.75,899.36,899.27,925.36,993.18,971.99
19,05.02.2020,932.05,993.62,852.14,899.99,900.12,928.78,997.41,976.35
20,06.02.2020,951.4,1012.99,866.99,917.53,917.44,955.51,1033.69,1009.9
21,07.02.2020,952.09,1015.42,868.89,919.65,919.63,949.46,1027.1299999999999,1003.4499999999999
22,10.02.2020,940.38,1011.4700000000001,863.73,909.79,909.97,935.27,1008.3500000000001,986.32
23,11.02.2020,944.26,1016.8399999999999,870.79,912.83,913.08,948.41,1024.51,1000.6600000000001
24,12.02.2020,951.8,1028.74,882.76,919.27,919.65,962.94,1035.29,1012.0200000000001
25,13.02.2020,953.2,1029.86,890.57,920.33,921.0,964.06,1037.22,1014.11
26,14.02.2020,955.08,1031.1299999999999,892.59,921.74,922.3,973.14,1044.98,1024.3500000000001
27,17.02.2020,955.53,1027.33,894.0,920.37,921.01,976.0,1050.6100000000001,1029.84
28,18.02.2020,950.5,1028.77,897.5,914.7,915.54,983.26,1050.28,1029.75
29,19.02.2020,952.85,1028.9299999999998,906.04,916.51,917.69,986.32,1050.21,1028.28
30,20.02.2020,961.19,1034.94,911.66,925.64,926.81,990.05,1053.1,1031.4299999999998
31,21.02.2020,958.42,1031.0900000000001,905.17,923.19,924.29,981.37,1043.75,1024.64
32,24.02.2020,923.69,994.2,873.4,891.1,892.27,933.33,991.3,974.19
33,25.02.2020,937.13,998.67,875.17,900.63,901.44,960.48,1022.44,1002.6200000000001
34,26.02.2020,928.42,987.48,867.75,890.83,891.65,958.99,1015.79,996.33
35,27.02.2020,935.77,991.47,877.86,896.81,897.85,973.57,1027.15,1008.4600000000002
36,28.02.2020,917.71,975.9,864.64,881.08,882.22,952.62,1004.61,986.93
37,02.03.2020,921.93,979.43,867.05,884.51,885.59,955.72,1011.4799999999999,994.43
38,03.03.2020,924.77,990.59,877.73,888.31,889.68,962.72,1018.5799999999998,999.59
39,04.03.2020,924.77,996.38,882.77,889.04,890.57,963.36,1020.7600000000001,1002.75
40,05.03.2020,926.02,996.47,883.97,890.14,891.66,961.46,1022.1400000000001,1004.61
41,06.03.2020,922.54,996.03,887.03,887.35,889.1,953.87,1019.4000000000001,1001.9200000000002
42,09.03.2020,863.92,938.18,841.71,831.1,833.15,888.88,951.82,938.17
43,10.03.2020,871.27,938.23,842.78,837.81,839.75,893.31,956.08,941.87
44,11.03.2020,836.67,914.26,824.73,810.54,813.05,849.6,903.21,893.92
45,12.03.2020,793.69,868.56,792.63,769.77,772.72,795.35,844.87,839.32
46,13.03.2020,790.86,851.46,782.16,765.07,767.77,790.06,848.61,839.49
47,16.03.2020,770.48,844.74,783.8,749.48,752.95,760.16,805.8,802.56
48,17.03.2020,772.19,858.7,792.25,749.28,752.89,777.78,819.41,816.54
49,18.03.2020,773.21,863.19,804.91,750.36,754.44,779.87,820.3,817.78
50,19.03.2020,749.92,847.18,787.86,730.02,734.14,758.68,793.17,792.68
51,20.03.2020,743.46,839.47,779.09,719.6,723.65,759.55,787.63,790.15
52,23.03.2020,698.39,795.44,736.75,676.18,680.12,709.35,736.42,742.76
53,24.03.2020,690.19,791.79,735.46,666.3,670.55,706.05,731.39,739.26
54,25.03.2020,719.85,812.0,748.72,695.06,698.88,735.6,765.28,768.34
55,26.03.2020,713.66,796.35,736.84,692.53,696.3,709.48,745.98,747.22
56,27.03.2020,708.73,787.96,725.34,689.63,693.27,693.24,734.39,735.45
57,30.03.2020,676.82,760.44,697.57,658.66,662.34,651.13,690.1,692.98
58,31.03.2020,674.32,748.1,689.99,655.54,659.13,638.94,678.04,676.82
59,01.04.2020,694.5,760.86,706.14,672.75,676.41,656.33,709.17,702.48
60,03.04.2020,716.99,775.34,724.19,693.6,697.22,680.13,729.63,722.4
61,06.04.2020,753.99,807.79,745.96,728.46,731.58,721.95,773.09,763.64
62,07.04.2020,766.1,816.46,747.38,741.18,743.82,733.87,782.65,773.63
63,08.04.2020,763.4,822.37,752.34,741.07,743.81,728.11,774.78,764.87
64,09.04.2020,770.78,832.9,762.73,748.8,751.73,732.47,782.36,772.37
65,10.04.2020,768.45,830.38,764.92,745.54,748.65,725.53,772.23,763.64
66,13.04.2020,780.19,835.87,772.05,755.39,758.33,741.28,787.43,778.66
67,14.04.2020,788.41,836.95,775.75,761.57,764.34,754.69,794.6,786.33
68,15.04.2020,798.34,855.78,789.54,771.11,774.02,773.65,815.35,807.2
69,16.04.2020,802.5,864.33,794.01,775.25,778.13,774.7,817.95,809.58
70,17.04.2020,811.79,882.94,808.94,784.79,787.83,791.57,824.78,816.87
71,20.04.2020,813.26,891.49,812.92,787.15,790.27,791.83,816.57,808.39
72,21.04.2020,780.5,856.93,789.6,756.77,760.16,751.46,776.92,769.15
73,22.04.2020,789.08,867.88,802.84,762.57,766.24,768.23,789.91,783.09
74,23.04.2020,792.47,871.75,806.19,766.16,769.76,769.37,787.11,780.52
75,24.04.2020,800.82,874.81,811.77,772.96,776.79,773.87,790.4,783.72
76,27.04.2020,794.87,881.09,821.16,769.01,773.4,771.47,783.67,777.74
77,28.04.2020,790.54,884.21,823.48,765.7,770.23,771.52,785.59,779.02
78,29.04.2020,790.09,890.11,825.47,765.63,770.16,773.5,789.78,780.52
79,04.05.2020,783.49,875.99,810.32,759.41,763.56,764.57,787.99,777.7
80,05.05.2020,785.32,883.32,814.2,762.19,766.52,766.31,787.34,778.51
81,06.05.2020,801.81,894.79,826.22,778.38,782.55,780.53,797.4,788.32
82,07.05.2020,817.32,903.08,832.81,791.2,795.14,792.04,811.71,802.18
83,08.05.2020,839.6,905.36,834.89,809.41,812.69,809.74,845.44,833.75
84,11.05.2020,858.35,920.59,843.82,826.53,829.48,831.26,870.45,859.97
85,12.05.2020,864.23,942.63,853.91,834.74,837.75,846.25,880.65,871.19
86,13.05.2020,866.39,953.96,865.44,835.88,839.23,863.08,887.31,879.34
87,14.05.2020,863.12,957.67,869.44,833.79,837.43,855.88,881.73,876.87
88,15.05.2020,855.62,947.21,861.0,827.39,831.01,843.04,872.67,869.91
89,18.05.2020,870.35,951.46,865.63,838.39,841.69,857.43,891.86,887.56
90,19.05.2020,883.66,961.73,867.43,850.12,852.97,873.56,908.44,902.62
91,20.05.2020,888.09,962.46,872.9,856.1,858.93,867.23,908.37,902.27
92,21.05.2020,901.61,961.84,873.47,866.29,868.77,877.56,932.18,924.71
93,22.05.2020,887.89,956.52,871.85,854.5,857.35,857.52,911.78,903.08
94,25.05.2020,892.43,973.8,882.36,861.44,864.46,861.87,914.53,905.45
95,26.05.2020,901.01,991.93,891.41,869.88,872.9,871.12,925.76,917.2
96,27.05.2020,885.92,975.2,886.08,855.26,858.68,852.94,905.61,899.28
97,28.05.2020,888.9,976.24,888.42,858.25,861.64,854.04,911.34,903.32
98,29.05.2020,891.3,982.68,896.1,861.86,865.4,853.81,913.24,905.95
99,01.06.2020,908.15,998.58,914.29,877.32,880.92,873.3,944.65,934.8
100,02.06.2020,905.09,989.99,903.1,873.12,876.42,865.93,943.66,932.96
101,03.06.2020,911.27,1002.03,910.11,879.57,882.89,875.76,959.89,948.42
102,04.06.2020,910.7,1009.4000000000001,921.6,880.23,883.95,877.45,961.32,949.39
103,05.06.2020,913.68,1027.25,937.35,884.8,888.92,884.8,963.06,952.19
104,08.06.2020,927.0,1047.58,955.84,898.37,902.71,900.38,972.05,960.08
105,09.06.2020,925.34,1046.79,959.69,897.26,901.84,890.32,967.31,957.61
106,10.06.2020,927.65,1057.5700000000002,974.89,899.75,904.78,896.86,982.04,970.93
107,11.06.2020,892.01,1013.22,945.83,866.4,871.61,848.9,938.85,930.15
108,12.06.2020,892.99,1015.2399999999999,940.4,865.23,870.19,859.54,946.02,936.53
109,15.06.2020,860.87,984.74,922.93,833.78,839.25,827.6,913.62,906.29
110,16.06.2020,883.1,1005.04,939.15,857.63,862.93,847.39,932.14,923.41
111,17.06.2020,880.46,1000.91,937.14,855.21,860.47,841.59,925.76,917.33
112,18.06.2020,881.18,1002.4200000000001,939.55,855.77,861.05,841.98,923.24,915.16
113,19.06.2020,893.56,1024.79,956.95,869.75,876.08,856.4,939.06,931.16
114,22.06.2020,895.43,1033.8,957.76,872.99,879.09,859.98,938.3,929.89
115,23.06.2020,892.82,1036.54,960.12,870.37,876.22,862.03,936.8,930.75
116,24.06.2020,886.2,1021.04,947.0,862.94,868.76,855.69,924.36,919.18
117,25.06.2020,880.55,1019.6,947.88,857.99,863.89,845.95,916.47,911.12
118,26.06.2020,879.47,1015.65,935.71,855.81,861.03,846.53,913.27,908.38
