,date,VN30 TRI,VNMID TRI,VNSML TRI,VN100 TRI,VNALL TRI,VNDIAMON TRI,VNFINLEA TRI,VNFINSEL TRI
0,02.01.2019,931.48,1008.37,885.82,893.79,895.13,1005.18,1092.3,1064.4799999999998
1,03.01.2019,913.12,994.98,871.67,877.89,879.37,1005.18,1092.3,1064.4799999999998
2,04.01.2019,914.62,998.46,870.51,880.0,881.44,1005.18,1092.3,1064.4799999999998
3,07.01.2019,926.86,1002.6600000000001,877.45,890.83,892.42,1005.18,1092.3,1064.4799999999998
4,08.01.2019,920.35,1000.6200000000001,877.31,885.53,887.36,1005.18,1092.3,1064.4799999999998
5,09.01.2019,931.32,1010.11,881.28,895.6,897.16,1005.18,1092.3,1064.4799999999998
6,10.01.2019,933.98,1009.55,881.13,897.41,898.83,1005.18,1092.3,1064.4799999999998
7,11.01.2019,936.54,1015.6100000000001,883.58,900.67,902.19,1005.18,1092.3,1064.4799999999998
8,14.01.2019,935.58,1010.6800000000001,882.68,899.34,900.97,1005.18,1092.3,1064.4799999999998
9,15.01.2019,941.76,1018.98,889.96,905.24,906.88,1005.18,1092.3,1064.4799999999998
10,16.01.2019,940.88,1019.0600000000001,889.06,904.39,905.9,1005.18,1092.3,1064.4799999999998
11,17.01.2019,928.96,1015.7799999999999,887.86,894.93,896.91,1005.18,1092.3,1064.4799999999998
12,18.01.2019,930.54,1014.13,888.24,896.2,898.23,1005.18,1092.3,1064.4799999999998
13,21.01.2019,940.68,1020.0400000000001,889.39,904.63,906.2,1005.18,1092.3,1064.4799999999998
14,22.01.2019,935.31,1028.72,887.99,902.1,903.77,1005.18,1092.3,1064.4799999999998
15,23.01.2019,938.1,1033.0700000000002,892.31,904.99,906.74,1005.18,1092.3,1064.4799999999998
16,24.01.2019,942.23,1032.79,892.91,908.21,909.86,1005.18,1092.3,1064.4799999999998
17,25.01.2019,944.6,1030.3899999999999,894.39,909.68,911.35,1005.18,1092.3,1064.4799999999998
18,28.01.2019,945.75,1030.27,888.49,910.79,912.14,1005.18,1092.3,1064.4799999999998
19,29.01.2019,949.31,1035.56,888.3,914.31,915.44,1005.18,1092.3,1064.4799999999998
20,30.01.2019,946.19,1034.8,891.13,911.7,913.08,1005.18,1092.3,1064.4799999999998
21,31.01.2019,942.82,1037.1,892.15,909.5,911.02,1005.18,1092.3,1064.4799999999998
22,01.02.2019,936.02,1049.58,901.24,905.29,907.52,1005.18,1092.3,1064.4799999999998
23,11.02.2019,956.55,1064.1000000000001,908.36,924.07,925.94,1005.18,1092.3,1064.4799999999998
24,12.02.2019,967.07,1079.2,913.42,935.86,937.62,1005.18,1092.3,1064.4799999999998
25,13.02.2019,976.97,1088.9799999999998,920.94,944.39,946.03,1005.18,1092.3,1064.4799999999998
26,14.02.2019,979.91,1090.29,922.55,949.91,951.56,1005.18,1092.3,1064.4799999999998
27,15.02.2019,977.32,1092.81,921.66,947.63,949.35,1005.18,1092.3,1064.4799999999998
28,18.02.2019,985.15,1105.82,924.08,956.6,958.09,1005.18,1092.3,1064.4799999999998
29,19.02.2019,988.3,1094.49,916.34,960.53,961.59,1005.18,1092.3,1064.4799999999998
30,20.02.2019,992.63,1094.69,915.82,965.64,966.43,1005.18,1092.3,1064.4799999999998
31,21.02.2019,1008.1899999999999,1094.2399999999998,914.38,982.06,982.19,1005.18,1092.3,1064.4799999999998
32,22.02.2019,1011.9,1097.3700000000001,912.85,983.47,983.39,1005.18,1092.3,1064.4799999999998
33,25.02.2019,1022.75,1107.82,917.51,991.44,991.22,1005.18,1092.3,1064.4799999999998
34,26.02.2019,1012.37,1115.85,919.55,984.36,984.36,1005.18,1092.3,1064.4799999999998
35,27.02.2019,1013.6100000000001,1127.04,921.92,988.16,988.22,1005.18,1092.3,1064.4799999999998
36,28.02.2019,985.77,1112.5100000000002,917.11,961.18,962.08,1005.18,1092.3,1064.4799999999998
37,01.03.2019,997.03,1126.53,930.95,973.49,974.42,1005.18,1092.3,1064.4799999999998
38,04.03.2019,1011.3000000000001,1138.6100000000001,941.85,987.36,988.2,1005.18,1092.3,1064.4799999999998
39,05.03.2019,1006.1200000000001,1137.3799999999999,945.42,982.34,983.58,1005.18,1092.3,1064.4799999999998
40,06.03.2019,1006.03,1143.6,957.45,983.65,985.37,1005.18,1092.3,1064.4799999999998
41,07.03.2019,1004.6200000000001,1137.2,957.25,982.55,984.34,1005.18,1092.3,1064.4799999999998
42,08.03.2019,996.4,1122.25,952.98,973.48,975.41,1005.18,1092.3,1064.4799999999998
43,11.03.2019,998.03,1124.96,958.84,974.94,977.1,1005.18,1092.3,1064.4799999999998
44,12.03.2019,1012.8700000000001,1134.41,964.31,988.53,990.26,1005.18,1092.3,1064.4799999999998
45,13.03.2019,1019.01,1134.1200000000001,968.44,993.5,995.08,1005.18,1092.3,1064.4799999999998
46,14.03.2019,1017.93,1137.8999999999999,973.92,993.72,995.55,1005.18,1092.3,1064.4799999999998
47,15.03.2019,1010.1999999999999,1133.57,972.02,987.15,989.25,1005.18,1092.3,1064.4799999999998
48,18.03.2019,1016.4,1137.27,979.95,993.92,996.18,1005.18,1092.3,1064.4799999999998
49,19.03.2019,1010.74,1128.1399999999999,980.03,988.13,990.67,1005.18,1092.3,1064.4799999999998
50,20.03.2019,1006.99,1125.8,983.6,983.52,986.51,1005.18,1092.3,1064.4799999999998
51,21.03.2019,989.28,1106.5100000000002,972.66,964.17,967.45,1005.18,1092.3,1064.4799999999998
52,22.03.2019,994.07,1105.97,969.04,969.75,972.66,1005.18,1092.3,1064.4799999999998
